ticker,company,sector,industry,pe,fwd_pe,eps_qq,sales_qq,insider_trans,inst_trans,short_float,perf_quarter,perf_half,beta,pct_from_52w_high,recom,avg_volume,rel_volume,price,earnings,target_price,market_cap
CMCO,Columbus Mckinnon Corp,Industrials,Farm & Heavy Construction Machinery,,5.96,-2991.84,125.27,1.15,-8.76,8.21,7.28,10.99,1.43,-35.41,1.5,588410.0,1.17,15.76,Jul 30/b,26.0,454900000.0
CMPX,Compass Therapeutics Inc,Healthcare,Biotechnology,,,6.329999999999999,,0.0,-0.39,29.87,-5.94,-64.75,0.87,-72.38,1.13,2970000.0,2.77,1.9,Aug 06/b,8.92,342170000.0
CMRC,Commerce.com Inc,Technology,Software - Application,,5.3,112.72,0.09,-0.1,3.4300000000000006,8.62,21.53,23.33,1.03,-39.95,2.88,1050000.0,2.07,3.33,Aug 06/b,4.0,275920000.0
CMTG,Claros Mortgage Trust Inc,Real Estate,REIT - Mortgage,,,-39.27,-99.41,0.68,0.45999999999999996,4.15,-47.62,-35.59,1.16,-64.16,3.8,737500.0,4.03,1.43,Jul 29/a,2.22,201750000.0
CNDT,Conduent Inc,Technology,Information Technology Services,,,-187.22,-29.580000000000002,0.0,2.54,3.27,15.0,33.06,1.44,-45.97,1.0,1060000.0,2.57,1.61,Aug 10/b,4.67,250390000.0
CNK,Cinemark Holdings Inc,Communication Services,Entertainment,19.46,13.39,87.86,15.509999999999998,-1.2,2.15,8.16,3.64,32.69,1.04,-10.24,1.77,2380000.0,1.31,34.99,Jul 30/b,40.38,4059999999.9999995
CNM,Core & Main Inc,Industrials,Industrial Distribution,17.6,12.45,9.19,2.48,-0.1,1.03,6.14,-12.29,-10.29,0.91,-28.58,2.12,2380000.0,1.66,42.61,Sep 09/b,54.92,8119999999.999999
CNMD,Conmed Corp,Healthcare,Medical Devices,24.56,9.5,11.05,0.21,0.0,-0.97,7.59,39.41,23.42,0.94,-15.36,3.25,548020.0,1.42,45.42,Jul 29/a,45.5,1360000000.0
CNO,CNO Financial Group Inc,Financial,Insurance - Life,18.99,10.85,44.99,11.28,-5.52,0.12,2.21,8.62,38.34,0.81,-4.13,2.71,858150.0,3.52,55.21,Jul 30/a,57.8,5110000000.0
CNR,Core Natural Resources Inc,Energy,Thermal Coal,45.98,14.46,459.06,3.51,-1.25,-0.1,3.75,8.99,-14.96,0.23,-20.66,1.4,566660.0,2.48,91.08,Aug 06/b,111.6,4520000000.0
CNTB,Connect Biopharma Holdings Ltd,Healthcare,Biotechnology,,,-18.29,5666.67,2.93,5.94,11.71,-36.0,-55.39999999999999,-0.16,-66.49,1.0,952890.0,1.35,1.28,Aug 12/a,6.88,80600000.0
CNTN,Canton Strategic Holdings Inc,Healthcare,Biotechnology,,,86.23,,-1.16,16.18,10.66,-31.34,-31.95,1.5,-66.62,1.0,848360.0,4.58,2.3,-,5.0,183270000.0
CNX,CNX Resources Corp,Energy,Oil & Gas E&P,5.5,7.99,-47.83,-18.32,-0.91,-1.32,10.4,0.67,-19.01,0.68,-24.6,3.2,1710000.0,3.96,32.89,Jul 30/b,38.83,4870000000.0
CNXC,Concentrix Corp,Technology,Information Technology Services,,2.41,36.61,1.87,-30.39,2.9,19.81,11.12,-12.689999999999998,0.49,-51.84000000000001,1.83,1750000.0,3.14,27.87,Sep 29/a,33.75,1700000000.0
COCO,Vita Coco Company Inc,Consumer Defensive,Beverages - Non-Alcoholic,30.81,25.4,112.29,28.08,-8.29,-1.52,12.02,-33.56,3.4099999999999997,0.75,-34.96,1.67,1220000.0,2.61,55.82,Jul 23/b,83.22,3200000000.0
CODI,Compass Diversified Holdings,Industrials,Conglomerates,,17.13,190.99,-11.42,2.47,-0.78,7.65,9.1,94.19,1.3,-16.75,1.67,714470.0,1.22,11.03,Aug 10/a,17.0,829850000.0
COGT,Cogent Biosciences Inc,Healthcare,Biotechnology,,,12.21,,-28.43,4.7,12.03,-8.8,-8.99,0.31,-27.97,1.17,2260000.0,2.04,31.5,Aug 10/b,55.82,5470000000.0
COHU,Cohu Inc,Technology,Semiconductor Equipment & Materials,,31.28,99.06,38.37,-6.43,7.629999999999999,19.07,-16.79,90.28,1.54,-22.59,1.12,1140000.0,1.15,57.75,Jul 30/a,70.88,2730000000.0
COLB,Columbia Banking System Inc,Financial,Banks - Regional,11.94,9.11,0.03,21.96,-0.13,-4.36,3.8,-2.03,13.33,0.63,-11.12,2.14,2940000.0,2.21,29.93,Jul 23/a,34.36,8470000000.000001
COLD,Americold Realty Trust Inc,Real Estate,REIT - Industrial,,124.07,-22229.63,1.87,-0.08,-7.17,9.3,2.42,25.2,0.93,-14.63,2.59,3980000.0,1.84,14.41,Aug 06/b,16.38,4110000000.0000005
COLL,Collegium Pharmaceutical Inc,Healthcare,Drug Manufacturers - Specialty & Generic,18.45,3.44,-234.56,6.32,-4.23,2.26,19.04,-32.11,-37.27,0.73,-55.169999999999995,1.43,673970.0,2.96,22.77,Aug 06/b,48.86,741290000.0
COLM,Columbia Sportswear Co,Consumer Cyclical,Apparel Manufacturing,14.74,13.56,378.34,1.5,-0.05,1.16,19.67,-14.469999999999999,2.75,0.93,-17.69,2.55,644020.0,2.34,56.84,Jul 30/a,69.83,2910000000.0
COMP,Compass Inc,Real Estate,Real Estate Services,189.12,39.48,63.96000000000001,109.07,-0.11,7.139999999999999,5.77,0.7,23.99,2.3,-27.77,1.64,12840000.0,1.96,10.08,Aug 04/a,15.27,7740000000.0
CON,Concentra Group Holdings Parent Inc,Healthcare,Medical Care Facilities,23.32,19.27,45.65,10.03,-4.09,1.66,2.43,24.19,61.89,0.6,-3.38,1.0,928610.0,5.24,35.47,Aug 06/a,41.0,4520000000.0
CORZ,Core Scientific Inc,Technology,Software - Infrastructure,,65.29,-7868.82,108.83,-1.55,-1.92,21.13,-38.31,9.16,5.43,-40.94,1.15,12290000.0,1.14,17.99,Jul 28/b,35.63,5780000000.0
COTY,Coty Inc,Consumer Defensive,Household & Personal Products,,9.39,-98.19,1.34,0.0,4.3,12.24,24.62,13.019999999999998,0.91,-45.64,3.18,10950000.0,0.83,2.43,Aug 19/a,2.65,2140000000.0000002
COUR,Coursera Inc,Consumer Defensive,Education & Training Services,,6.12,-617.71,59.589999999999996,-5.73,34.58,8.89,-5.79,-16.56,1.25,-59.089999999999996,1.67,6180000.0,1.08,5.04,Jul 29/a,8.17,1330000000.0
CPB,Campbells Co,Consumer Defensive,Packaged Foods,15.66,11.43,-146.8,-7.93,0.0,-0.17,20.54,-2.17,-1.6200000000000003,0.04,-39.46,3.43,7950000.0,0.99,20.69,Sep 03/b,19.44,6170000000.0
CRBP,Corbus Pharmaceuticals Holdings Inc,Healthcare,Biotechnology,,,-25.120000000000005,,-1.21,4.24,12.93,-9.44,-16.33,2.63,-63.62,1.0,690760.0,1.67,7.48,Aug 06/b,34.02,144670000.0
CRBU,Caribou Biosciences Inc,Healthcare,Biotechnology,,,58.660000000000004,-43.79,0.0,11.89,12.81,-20.73,-34.01,2.31,-63.22,1.0,1650000.0,1.13,1.3,Aug 13/a,11.86,139370000.0
CRC,California Resources Corp,Energy,Oil & Gas E&P,,13.39,199.18,33.01,-0.97,-2.23,4.62,-2.22,-14.05,1.01,-24.88,1.38,862770.0,2.14,54.07,Aug 10/b,75.71,4800000000.0
CRCT,Cricut Inc,Technology,Computer Hardware,13.68,23.83,62.0,-9.2,-0.57,0.89,10.03,26.46,38.24,0.26,-18.61,5.0,710830.0,1.94,5.64,Aug 04/a,4.07,1180000000.0
CRDF,Cardiff Oncology Inc,Healthcare,Biotechnology,,,35.57,-14.05,19.29,-7.84,16.01,13.22,-24.73,1.4,-58.60999999999999,2.33,1240000.0,0.6,1.37,Aug 11/a,5.14,106580000.0
CRF,Cornerstone Total Return Fund,Financial,Closed-End Fund - Equity,,,,,,,9.64,-14.85,-14.000000000000002,1.25,-26.3,,1440000.0,1.02,6.08,-,,1030000000.0
CRGY,Crescent Energy Co,Energy,Oil & Gas E&P,,6.42,117.15,55.34,-44.56,-0.9000000000000001,10.04,33.14,13.47,0.91,-10.15,1.58,6040000.0,3.39,13.9,Aug 03/a,17.44,4590000000.0
CRI,Carters Inc,Consumer Cyclical,Apparel Retail,5.55,8.03,46921.31,5.16,0.0,-2.76,13.16,-30.320000000000004,-15.410000000000002,0.84,-33.3,2.44,1180000.0,1.94,29.64,Jul 31/b,42.29,1090000000.0
CRK,Comstock Resources Inc,Energy,Oil & Gas E&P,7.46,24.24,-92.98,-25.21,0.0,1.97,32.18,-1.9799999999999998,-40.0,0.51,-54.29999999999999,2.78,2550000.0,1.42,12.84,Jul 29/a,17.09,3770000000.0
CRMD,CorMedix Inc,Healthcare,Biotechnology,3.67,128.67,1.92,156.52,0.0,3.02,22.4,-10.96,22.54,1.41,-40.71,1.0,1230000.0,1.46,7.72,Aug 13/b,15.4,601730000.0
CRMT,Americas Car Mart Inc,Consumer Cyclical,Auto & Truck Dealerships,,,-1092.6,-57.3,-1.34,-9.59,18.69,-27.500000000000004,-85.71,1.3,-94.97,2.0,1540000.0,0.19,1.74,Sep 09/b,7.5,14510000.0
CRNC,Cerence Inc,Technology,Software - Application,,10.12,151.03,11.81,-0.65,2.86,14.81,-28.23,8.57,3.04,-43.73,2.6,742230.0,1.73,7.73,Aug 06/a,10.75,349630000.0
CROX,Crocs Inc,Consumer Cyclical,Footwear & Accessories,10.56,8.18,146.78,2.62,-2.61,-2.01,9.97,-2.25,58.160000000000004,1.55,-13.48,2.28,1060000.0,2.21,122.24,Jul 30/b,138.25,5860000000.0
CRSR,Corsair Gaming Inc,Technology,Computer Hardware,43.61,16.14,138.92,-1.8000000000000003,-0.01,0.8100000000000002,21.89,49.5,147.32,1.86,-10.67,2.44,1740000.0,0.86,13.38,Aug 06/a,13.22,1450000000.0
CRUS,Cirrus Logic Inc,Technology,Semiconductors,14.54,13.35,28.939999999999998,12.879999999999999,-12.869999999999997,1.5,7.72,-28.110000000000003,-13.11,1.16,-34.14,1.57,794600.0,2.57,118.82,Aug 05/a,165.0,5950000000.0
CRVO,CervoMed Inc,Healthcare,Biotechnology,,,8.25,-100.0,21.41,-0.48,13.71,-42.69,-42.55,-0.74,-75.7,1.0,2220000.0,0.08,2.43,Aug 10/b,15.0,36740000.0
CRVS,Corvus Pharmaceuticals Inc,Healthcare,Biotechnology,,,-89.11,,0.15,1.06,29.35,5.46,-10.86,1.42,-53.400000000000006,1.12,1040000.0,4.3,12.56,Aug 06/a,33.14,1060000000.0
CSQR,Csquare Inc,Technology,Information Technology Services,,,,,0.0,7.75,2.28,,,,-23.53,1.3,1470000.0,9.07,17.97,Sep 02,28.5,2990000000.0
CSWC,Capital Southwest Corp,Financial,Asset Management,12.92,9.75,-17.81,-21.1,0.08,,6.61,2.17,6.75,0.74,-8.82,1.67,664770.0,1.17,23.42,Aug 03/a,25.3,1490000000.0
CTKB,Cytek BioSciences Inc,Healthcare,Medical Devices,,,-113.40999999999998,5.57,0.0,-5.73,4.15,40.58,17.52,1.18,-14.24,2.0,1250000.0,1.66,5.3,Aug 05/a,5.56,688910000.0
CTMX,CytomX Therapeutics Inc,Healthcare,Biotechnology,,,-7766.670000000001,-92.4,-0.0,5.96,18.47,-6.4399999999999995,-42.26,2.2,-66.38,1.12,3950000.0,2.43,2.76,Aug 06/a,12.25,601400000.0
CTOS,Custom Truck One Source Inc,Industrials,Rental & Leasing Services,99.36,31.45,136.15,10.16,0.0,1.92,7.38,-17.21,48.8,1.43,-23.71,1.33,1070000.0,1.26,9.33,Aug 03/a,13.33,2120000000.0
CTRE,CareTrust REIT Inc,Real Estate,REIT - Healthcare Facilities,23.66,22.35,7.049999999999999,43.46,0.0,6.7299999999999995,6.58,1.3,-4.36,0.76,-13.94,1.43,2460000.0,2.3,37.54,Aug 06/a,45.07,8870000000.0
CTRI,Centuri Holdings Inc,Utilities,Utilities - Regulated Gas,62.85,19.72,-33.74,32.86,0.0,-2.41,4.55,-35.0,-36.35,1.04,-54.98,2.71,1780000.0,1.24,19.35,Aug 04/b,29.67,1950000000.0
CUBE,CubeSmart,Real Estate,REIT - Industrial,27.04,25.41,8.98,1.48,-5.19,3.2400000000000007,3.36,-2.63,3.4799999999999995,1.03,-8.58,2.22,2140000.0,3.1,39.55,Jul 30/a,44.13,8940000000.0
CURB,Curbline Properties Corp,Real Estate,REIT - Retail,104.23,80.43,-35.79,52.98,-15.61,17.65,13.0,-5.12,8.25,0.59,-11.88,1.6,1450000.0,3.98,28.33,Jul 28/b,33.83,3260000000.0
CURI,CuriosityStream Inc,Communication Services,Broadcasting,,11.23,977.94,22.26,0.73,-0.22999999999999998,6.57,9.88,-10.61,1.76,-49.55,1.0,1030000.0,0.66,2.78,Aug 12/a,5.38,164960000.0
CUZ,Cousins Properties Inc,Real Estate,REIT - Office,723.53,61.03,84.5,11.83,-0.27,-1.38,7.24,0.04,22.73,1.17,-14.14,1.36,1510000.0,1.74,28.29,Jul 30/a,33.73,4660000000.0
CVBF,CVB Financial Corp,Financial,Banks - Regional,15.7,11.45,-21.58,37.86,1.15,26.58,5.15,9.08,20.23,0.66,-3.03,1.83,1440000.0,2.21,22.7,Jul 22/a,26.17,4000000000.0
CVI,CVR Energy Inc,Energy,Oil & Gas Refining & Marketing,78.2,19.65,97.37,55.48,0.0,1.95,18.25,95.95,67.1,0.88,-1.29,4.14,1060000.0,1.77,53.69,Jul 29/a,33.4,5400000000.0
CVLT,Commvault Systems Inc,Technology,Software - Application,92.18,23.25,-2.7,11.4,-15.35,6.76,7.6,11.16,81.13,0.79,-27.07,1.91,665270.0,1.76,144.54,Jul 28/b,160.75,5990000000.0
CVRX,CVRx Inc,Healthcare,Medical Devices,,,6.3,15.57,0.21,3.3000000000000003,13.21,-38.59,-64.77,0.71,-73.1,2.14,796220.0,1.02,3.04,Aug 06/a,4.3,80990000.0
CWEN,Clearway Energy Inc,Utilities,Utilities - Renewable,38.98,48.31,260.49,18.27,0.0,-0.44,6.83,-17.64,-22.35,0.88,-26.16,1.25,1320000.0,2.87,30.82,Aug 05/a,43.73,6330000000.0
CWH,Camping World Holdings Inc,Consumer Cyclical,Auto & Truck Dealerships,,7.29,-13.170000000000002,-2.12,0.0,-6.959999999999999,19.35,-27.839999999999996,-8.05,2.16,-68.84,1.42,2080000.0,1.32,5.6,Jul 29/a,10.56,578450000.0
CWST,Casella Waste Systems Inc,Industrials,Waste Management,995.2,55.4,-27.72,16.85,-2.33,3.47,7.78,2.4,5.71,0.77,-17.5,1.69,607770.0,2.08,89.07,Aug 06/a,111.8,5670000000.0
CWT,California Water Service Group,Utilities,Utilities - Regulated Water,21.34,17.28,32.11,16.47,-2.78,6.92,3.96,4.82,7.1,0.47,-11.97,1.25,516620.0,1.63,47.38,Jul 30/b,55.75,2930000000.0
CXM,Sprinklr Inc,Technology,Software - Application,56.64,9.97,-37.58,0.8,-0.59,-12.45,9.88,5.75,-11.17,0.76,-35.59,2.4,3620000.0,1.52,5.33,Sep 02/b,8.44,1240000000.0
CXT,Crane NXT Co,Industrials,Business Equipment & Supplies,18.87,9.7,41.93,21.96,0.35,11.47,16.14,-2.81,9.74,1.09,-33.9,1.43,756150.0,1.01,45.61,Aug 05/a,70.17,2630000000.0
CXW,CoreCivic Inc,Industrials,Security & Protection Services,28.07,14.48,5.27,27.27,-15.17,0.08,14.98,21.9,76.95,0.55,-2.33,1.0,1540000.0,2.38,35.23,Aug 05/a,41.8,3480000000.0
CYCU,Cycurion Inc,Technology,Information Technology Services,,,90.57,-3.37,0.0,,11.13,-35.55,-65.81,0.91,-97.39,1.0,2300000.0,0.04,3.31,Aug 14/b,56.0,10690000.0
CYH,Community Health Systems Inc,Healthcare,Medical Care Facilities,1.55,,-75.47,-9.83,-0.13,6.660000000000001,12.0,-4.97,-4.33,1.89,-35.21,3.22,1630000.0,1.81,2.87,Jul 22/a,3.18,404700000.0
CYPH,Cypherpunk Technologies Inc,Healthcare,Biotechnology,6.36,8.57,145.12,,-0.48,12.27,7.52,387.01,408.62,0.87,-2.7,1.0,6320000.0,4.85,3.6,Aug 12/b,4.15,387950000.0
CYRX,CryoPort Inc,Industrials,Integrated Freight & Logistics,,,24.23,7.739999999999999,-10.53,2.05,5.6,13.390000000000002,105.30999999999999,1.96,-1.05,1.22,629570.0,1.36,17.02,Aug 06/a,19.33,862050000.0
CYTK,Cytokinetics Inc,Healthcare,Biotechnology,,,-33.78,-57.13,-7.55,10.87,13.0,-12.689999999999998,9.26,0.4,-22.12,1.22,2020000.0,2.41,68.78,Aug 06/a,109.9,9560000000.0
CZR,Caesars Entertainment Inc,Consumer Cyclical,Resorts & Casinos,,132.36,22.53,2.96,-4.65,-9.02,10.46,1.44,8.02,1.85,-4.02,2.94,3890000.0,1.66,29.64,Jul 28/a,31.27,6040000000.0
DAIC,CID Holdco Inc,Technology,Information Technology Services,,,58.440000000000005,,0.0,28.78,33.91,102.86,-13.309999999999999,3.0,-96.41,,7770000.0,0.53,3.55,May 11/a,,6970000.0
DAKT,Daktronics Inc,Technology,Electronic Components,17.69,11.79,19.96,7.12,-0.18,0.48,5.64,-16.14,-14.99,1.68,-38.41,1.0,617710.0,1.46,17.41,Sep 02/b,32.0,837290000.0
DAN,Dana Inc,Consumer Cyclical,Auto Parts,,7.47,-100.0,3.88,0.0,0.45999999999999996,4.52,2.16,-6.49,2.02,-24.65,1.78,1580000.0,2.59,29.81,Aug 06/b,39.0,3210000000.0
DBGI,Digital Brands Group Inc,Consumer Cyclical,Apparel Retail,,,58.040000000000006,-46.34,,5.56,15.27,-85.01,-95.53,0.04,-99.38,,691470.0,0.61,4.47,-,,4170000.0
DBI,Designer Brands Inc,Consumer Cyclical,Footwear & Accessories,21.12,8.6,44.1,-1.23,-0.35,2.09,14.46,-4.75,7.31,1.25,-34.35,3.0,593720.0,2.79,6.02,Sep 10/b,6.75,307760000.0
DBRG,DigitalBridge Group Inc,Financial,Asset Management,10.32,,1100.21,99.04,0.0,0.8,6.8,0.7,3.32,1.45,-0.63,3.0,3730000.0,1.02,15.88,Aug 04/a,16.0,3020000000.0
DBX,Dropbox Inc,Technology,Software - Infrastructure,20.26,10.98,-6.94,0.93,-0.9399999999999998,-3.65,19.56,40.47,44.93,0.62,-4.43,3.45,3970000.0,2.16,36.48,Aug 06/a,32.6,7930000000.0
DC,Dakota Gold Corp,Basic Materials,Gold,,,-8.15,,-0.56,3.05,6.64,23.94,28.63,1.24,-15.72,1.0,1460000.0,3.34,6.11,Sep 02,12.09,819800000.0
DCH,Dauch Corp,Consumer Cyclical,Auto Parts,,4.88,-98.8,92.4,0.0,-6.2,9.03,-6.660000000000001,8.27,1.67,-36.32,2.0,3230000.0,2.27,5.89,Aug 07/b,9.4,1400000000.0
DCTH,Delcath Systems Inc,Healthcare,Medical Devices,2640.98,,0.15,20.6,0.0,5.3,6.98,37.81,72.48,0.6,-7.519999999999999,1.0,513710.00000000006,1.37,16.11,Aug 06/b,24.5,559000000.0
DDD,3D Systems Corp,Technology,Computer Hardware,,,-115.10000000000001,-0.27,-3.16,21.95,27.26,1.68,77.94,2.78,-11.89,2.0,2940000.0,2.3,3.63,Aug 03/a,5.5,603110000.0
DEC,Diversified Energy Co,Energy,Oil & Gas Integrated,,3.21,,,0.0,4.27,9.2,5.62,-15.190000000000001,0.34,-27.35,1.15,997200.0,3.47,13.73,Aug 05/a,24.57,1090000000.0
DEI,Douglas Emmett Inc,Real Estate,REIT - Office,,,49.59,1.63,0.0,5.81,18.39,-12.47,6.0,1.21,-37.86,2.92,1870000.0,1.92,10.25,Aug 04/a,13.1,1720000000.0
DFDV,DeFi Development Corp,Financial,Asset Management,,,-224.98,66.87,0.44,-0.29,19.55,101.33000000000001,44.29,-3.48,-68.09,1.0,1210000.0,7.46,6.06,Aug 12/a,10.4,197680000.0
DFH,Dream Finders Homes Inc,Consumer Cyclical,Residential Construction,7.99,9.58,-48.96,-7.57,-0.78,0.4699999999999999,24.55,-27.24,-19.5,1.9,-60.589999999999996,3.0,698920.0,2.79,11.35,Jul 30/b,18.0,1030000000.0
DFNS,T3 Defense Inc,Industrials,Aerospace & Defense,,,-369.36,,0.0,2.75,13.77,-69.95,-94.22,-6.03,-99.61,1.0,3610000.0,0.1,7.66,Sep 02,65.0,21760000.0
DFTX,Definium Therapeutics Inc,Healthcare,Biotechnology,,,-186.82,,-1.5700000000000003,38.45,7.75,58.540000000000006,107.98,2.19,-21.91,1.06,2970000.0,1.08,38.81,Aug 06/a,71.88,5210000000.0
DGXX,Digi Power X Inc,Utilities,Utilities - Independent Power Producers,,5.68,-247.82999999999998,-28.54,-0.22,15.6,6.36,-39.41,69.71,6.2,-55.54,1.0,3570000.0,1.88,4.09,Aug 14/b,9.0,417430000.0
DHC,Diversified Healthcare Trust,Real Estate,REIT - Healthcare Facilities,,,59.28,-4.53,0.0,3.17,5.95,-9.59,12.03,2.27,-17.08,1.8,1690000.0,2.83,8.01,Aug 03/a,10.15,1940000000.0
DHY,UBS Asset Management High Yield Credit Fund,Financial,Closed-End Fund - Debt,,,,,,,0.26,-4.6,-10.75,0.51,-22.07,,824170.0,0.94,1.66,-,,229320000.0
DIOD,Diodes Inc,Technology,Semiconductors,49.75,16.02,1.23,21.66,-6.11,0.9899999999999999,4.98,-22.68,37.64,1.91,-26.68,2.2,629080.0,1.12,92.37,Aug 05/a,162.5,4250000000.0
DJT,Trump Media & Technology Group Corp,Communication Services,Internet Content & Information,,,-933.0899999999999,89.03,0.0,2.39,8.86,4.24,2.19,4.1,-50.74999999999999,,4500000.0,1.0,8.85,Aug 10/a,,2460000000.0
DK,Delek US Holdings Inc,Energy,Oil & Gas Refining & Marketing,21.96,9.38,254.25999999999996,47.83,-30.409999999999997,-2.37,9.85,88.38,75.16,0.59,-4.73,2.0,1520000.0,7.62,78.12,Aug 05/b,75.0,4780000000.0
DLB,Dolby Laboratories Inc,Industrials,Specialty Business Services,24.45,12.59,-36.35,-3.34,-0.2,1.91,9.47,10.17,-6.280000000000001,0.78,-21.04,1.71,978430.0,2.16,57.65,Jul 30/a,79.0,5400000000.0
DMRA,Damora Therapeutics Inc,Healthcare,Biotechnology,,,80.38,,-0.0,17.51,8.58,6.41,17.66,1.43,-41.06,1.0,612990.0,5.41,22.59,Aug 10/a,44.67,1390000000.0
DNA,Ginkgo Bioworks Holdings Inc,Healthcare,Biotechnology,,,-4.34,-59.37,-3.32,8.23,13.99,-14.069999999999999,14.04,1.88,-55.17999999999999,4.33,1130000.0,1.55,7.88,Aug 05/a,7.0,530640000.0
DNLI,Denali Therapeutics Inc,Healthcare,Biotechnology,,,5.93,,-0.18,2.29,11.12,-15.4,-0.15,1.03,-27.77,1.15,1580000.0,1.88,19.72,Aug 06/a,36.06,3150000000.0
DNOW,Dnow Inc,Industrials,Industrial Distribution,,18.82,-148.81,108.11999999999999,-12.65,0.9399999999999998,5.49,15.479999999999999,32.12,0.89,-9.68,1.4,2650000.0,1.67,15.59,Aug 06/b,18.8,2820000000.0
DNP,DNP Select Income Fund Inc,Financial,Closed-End Fund - Equity,,,,,12.15,,0.28,-5.61,-0.98,0.35,-9.59,,651950.0,1.0,10.09,-,,3820000000.0
DNTH,Dianthus Therapeutics Inc,Healthcare,Biotechnology,,,-1.51,294.3,-4.86,-1.83,18.12,17.36,21.01,1.34,-17.87,1.06,939140.0,3.01,96.81,Aug 04/a,140.12,5420000000.0
DNUT,Krispy Kreme Inc,Consumer Defensive,Grocery Stores,,37.02,95.38,-12.839999999999998,1.12,1.71,19.7,-16.8,-19.68,1.24,-40.9,3.17,2720000.0,1.26,3.02,Aug 06/b,4.38,523970000.0
DOCS,Doximity Inc,Healthcare,Health Information Services,30.96,16.8,-52.019999999999996,7.339999999999999,-0.06,1.05,11.45,27.61,5.28,1.22,-65.87,2.48,4600000.0,1.57,26.11,Aug 06/a,30.68,4650000000.0
DOMO,Domo Inc,Technology,Software - Application,,40.01,62.94,-3.6799999999999997,-8.5,-10.38,18.35,55.37,-2.08,1.8,-79.66,3.0,2020000.0,0.99,3.76,Sep 03/a,3.93,176860000.0
DOX,Amdocs Ltd,Technology,Software - Infrastructure,14.18,7.4,-57.53,2.63,-0.04,0.36,8.27,15.21,-7.829999999999999,0.44,-30.75,2.0,1330000.0,1.01,59.3,Aug 05/a,84.67,6380000000.0
DPZ,Dominos Pizza Inc,Consumer Cyclical,Restaurants,16.68,14.15,6.92,4.3,-13.01,-0.4699999999999999,8.82,-5.85,-21.61,0.95,-33.49,2.09,925280.0,1.8,294.2,Oct 13/b,379.11,9730000000.0
DRH,Diamondrock Hospitality Co,Real Estate,REIT - Hotel & Motel,16.97,18.38,137.81,4.11,-1.46,2.12,6.9,-0.57,28.84,1.03,-11.24,2.07,2660000.0,2.17,12.24,Jul 30/a,13.96,2510000000.0
DRK,DarkHorse Technologies Inc,Technology,Software - Infrastructure,,,-545.15,-18.75,0.0,14.219999999999999,4.28,-9.91,99.35,3.34,-75.48,1.0,660860.0,0.65,3.09,Aug 14/b,30.0,26900000.0
DRMA,Dermata Therapeutics Inc,Healthcare,Biotechnology,,,55.49000000000001,,-0.0,2.22,6.53,-0.8500000000000001,-4.13,0.66,-80.6,1.0,737850.0,0.01,1.16,Aug 11/a,4.0,4670000.0
DRS,Leonardo DRS Inc,Industrials,Aerospace & Defense,31.02,25.45,59.34,10.13,-0.06,0.4699999999999999,4.09,-19.29,-18.23,0.32,-26.49,1.33,970690.0,3.08,37.19,Jul 30/b,54.5,9930000000.0
DRVN,Driven Brands Holdings Inc,Consumer Cyclical,Auto & Truck Dealerships,13.73,8.46,-22.25,-7.91,0.0,-3.9900000000000007,15.47,-3.15,17.29,0.96,-31.2,2.23,959370.0,1.81,12.28,Aug 06/b,16.28,2029999999.9999998
DSGN,Design Therapeutics Inc,Healthcare,Biotechnology,,,3.8699999999999997,,0.0,26.8,16.03,-1.6099999999999999,19.3,1.69,-29.04,1.0,708440.0,3.61,12.24,Aug 03/b,21.0,766000000.0
DSL,Doubleline Income Solutions Fund,Financial,Closed-End Fund - Debt,,,,,,,0.1,-5.56,-5.56,0.7,-18.47,,549770.0,1.12,10.2,-,,1170000000.0
DUOL,Duolingo Inc,Technology,Software - Application,17.02,42.28,-27.49,18.31,-0.88,1.9900000000000002,19.06,13.01,42.46,1.05,-59.8,2.7,1270000.0,1.09,141.9,Aug 05/a,134.29,6640000000.0
DUOT,Duos Technologies Group Inc,Technology,Software - Application,8.7,7.88,553.3,7.66,0.0,14.71,18.19,-35.06,13.11,1.37,-44.11,1.0,980030.0,1.31,8.54,Aug 17/a,25.0,268780000.0
DV,DoubleVerify Holdings Inc,Communication Services,Advertising Agencies,37.36,23.69,55.81,2.52,0.0,0.5,5.94,30.3,34.06,0.99,-1.39,3.06,4000000.0,1.13,13.46,Aug 06/a,13.64,2089999999.9999998
DX,Dynex Capital Inc,Real Estate,REIT - Mortgage,4.65,7.59,653.65,170.93,0.1,6.97,5.29,-6.74,-6.09,0.96,-18.42,1.67,5500000.0,2.7,12.18,Jul 20/b,14.75,3020000000.0
DXC,DXC Technology Co,Technology,Information Technology Services,15.27,3.65,748.32,-5.06,0.76,7.33,17.3,25.35,-10.02,0.79,-31.25,3.27,3930000.0,2.35,10.78,Jul 30/a,11.21,1720000000.0
DXYZ,Destiny Tech100 Inc,Financial,Asset Management,3.03,,1407.36,106.52999999999999,7.980000000000001,,0.88,12.629999999999999,25.239999999999995,5.6,-57.03,,1230000.0,0.88,31.31,-,,954020000.0
DY,Dycom Industries Inc,Industrials,Engineering & Construction,26.56,14.33,14.24,45.57,0.4099999999999999,-2.84,4.82,-36.1,-17.94,1.49,-48.49,1.08,630760.0,1.82,291.8,Aug 26/b,520.36,8800000000.0
